Linux 4.4.0-210-generic (ubuntu) 	11/22/2025 	_x86_64_	(4 CPU)

11:17:14 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:15 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:15 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:16 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:15 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:16 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:16 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:17 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:16 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:17 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:17 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:18 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:17 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:18 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:18 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:19 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:18 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:19 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:19 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:20 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:19 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:20 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:20 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:21 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:20 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:21 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:21 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:22 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:21 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:22 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:22 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:23 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:22 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:23 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:23 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:24 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:23 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:24 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:24 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:25 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:24 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:25 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:25 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:26 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:25 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:26 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:26 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:27 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:26 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:27 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:27 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:28 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:27 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:28 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:28 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:29 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:28 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:29 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:29 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:30 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:29 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:30 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:30 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:31 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:30 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:31 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:31 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:32 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:31 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:32 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:32 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:33 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:32 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:33 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:33 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:34 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:33 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:34 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:34 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:35 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:34 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:35 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:35 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:36 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:35 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:36 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:36 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:37 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:36 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:37 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:37 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:38 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:37 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:38 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:38 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:39 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:38 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:39 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:39 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:40 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:39 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:40 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:40 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:41 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:40 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:41 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:41 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:42 PM  1000     13276    0.00    1.00    0.00    1.00     2  memcached

11:17:41 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:42 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:42 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:43 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:42 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:43 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:43 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:44 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:43 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:44 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:44 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:45 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:44 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:45 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:45 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:46 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:45 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:46 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:46 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:47 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:46 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:47 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:47 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:48 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:47 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:48 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:48 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:49 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:48 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:49 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:49 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:50 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:49 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:50 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:50 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:51 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:50 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:51 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:51 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:52 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:51 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:52 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:52 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:53 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:52 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:53 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:53 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:54 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:53 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:54 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:54 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:55 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:54 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:55 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:55 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:56 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:55 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:56 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:56 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:57 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:56 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:57 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:57 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:58 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:57 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:58 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:58 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:17:59 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:58 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:17:59 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:17:59 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:00 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:17:59 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:00 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:00 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:01 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:00 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:01 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:01 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:02 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:01 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:02 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:02 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:03 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:02 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:03 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:03 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:04 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:03 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:04 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:04 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:05 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:04 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:05 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:05 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:06 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:05 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:06 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:06 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:07 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:06 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:07 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:07 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:08 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:07 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:08 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:08 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:09 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:08 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:09 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:09 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:10 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:09 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:10 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:10 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:11 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:10 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:11 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:11 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:12 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:11 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:12 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:12 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:13 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:12 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:13 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:13 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:14 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:13 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:14 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:14 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:15 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:14 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:15 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:15 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:16 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:15 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:16 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:16 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:17 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:16 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:17 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:17 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:18 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:17 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:18 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:18 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:19 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:18 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:19 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:19 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:20 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:19 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:20 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:20 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:21 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:20 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:21 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:21 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:22 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:21 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:22 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:22 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:23 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:22 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:23 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:23 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:24 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:23 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:24 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:24 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:25 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:24 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:25 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:25 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:26 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:25 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:26 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:26 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:27 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:26 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:27 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:27 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:28 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:27 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:28 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:28 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:29 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:28 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:29 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:29 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:30 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:29 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:30 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:30 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:31 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:30 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:31 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:31 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:32 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:31 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:32 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:32 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:33 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:32 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:33 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:33 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:34 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:33 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:34 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:34 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:35 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

11:18:34 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:35 PM  1000     13276      0.00      0.00   54940    2196   0.05  memcached

11:18:35 PM   UID       PID    %usr %system  %guest    %CPU   CPU  Command
11:18:36 PM  1000     13276    0.00    0.00    0.00    0.00     2  memcached

